Probe id	Gene name	Entrez gene id	Chromosome	Start	End	Cytoband	RefSeq(mRNA)	RefSeq(protein)	BR:MCF7	BR:MDA-MB-231	BR:HS 578T	BR:BT-549	BR:T-47D	CNS:SF-268	CNS:SF-295	CNS:SF-539	CNS:SNB-19	CNS:SNB-75	CNS:U251	CO:COLO 205	CO:HCC-2998	CO:HCT-116	CO:HCT-15	CO:HT29	CO:KM12	CO:SW-620	LE:CCRF-CEM	LE:HL-60(TB)	LE:K-562	LE:MOLT-4	LE:RPMI-8226	LE:SR	ME:LOX IMVI	ME:MALME-3M	ME:M14	ME:SK-MEL-2	ME:SK-MEL-28	ME:SK-MEL-5	ME:UACC-257	ME:UACC-62	ME:MDA-MB-435	ME:MDA-N	LC:A549/ATCC	LC:EKVX	LC:HOP-62	LC:HOP-92	LC:NCI-H226	LC:NCI-H23	LC:NCI-H322M	LC:NCI-H460	LC:NCI-H522	OV:IGROV1	OV:OVCAR-3	OV:OVCAR-4	OV:OVCAR-5	OV:OVCAR-8	OV:SK-OV-3	OV:NCI/ADR-RES	PR:PC-3	PR:DU-145	RE:786-0	RE:A498	RE:ACHN	RE:CAKI-1	RE:RXF 393	RE:SN12C	RE:TK-10	RE:UO-31
CAPG	CAPG	822	2	85621870	85641197	2p11.2	NM_001747.3	NP_001243069.1	-	-	-	-	-	-	-	-	-	-	-	-	-	59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAT2A	MAT2A	4144	2	85766100	85772403	2p11.2	NM_005911.5	NP_005902.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
VAMP8	VAMP8	8673	2	85804613	85809156	2p12-p11.2	NM_003761.4	NP_003752.2	-	-	-	-	-	-	-	-	-	-	-	-	25	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TMEM150A	TMEM150A	129303	2	85825669	85829822	2p11.2	NM_001031738.2	NP_001026908.1	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SFTPB	SFTPB	6439	2	85884439	85895864	2p12-p11.2	NM_198843.2	NP_942140.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ST3GAL5	ST3GAL5	8869	2	86066270	86116157	2p11.2	NM_003896.3	NP_003887.3	-	-	-	-	-	-	-	-	-	-	-	-	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
POLR1A	POLR1A	25885	2	86253450	86333278	2p11.2	NM_015425.3	NP_056240.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	-	-	-	57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	61	-	27	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PTCD3	PTCD3	55037	2	86333304	86369280	2p11.2	NM_017952.5	NP_060422.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KDM3A	KDM3A	55818	2	86668270	86719839	2p11.2	NM_018433.5	NP_060903.2	-	-	-	-	-	-	-	-	-	-	-	-	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RNF103	RNF103	7844	2	86830515	86851000	2p11.2	NM_001198951.1	NP_001185881.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	68	-	39	-	-	-	-	-	-	-	-	-	-
RMND5A	RMND5A	64795	2	86947413	87005164	2p11.2	NM_022780.3	NP_073617.1	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FABP1	FABP1	2168	2	88422507	88427650	2p11	NM_001443.2	NP_001434.1	-	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EIF2AK3	EIF2AK3	9451	2	88856257	88927094	2p12	NM_004836.5	NP_004827.4	-	-	-	-	-	-	-	-	-	-	-	-	56	-	-	-	40	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	-
RPIA	RPIA	22934	2	88991175	89050452	2p11.2	NM_144563.2	NP_653164.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MAL	MAL	4118	2	95691399	95719737	2q11.1	NM_022439.2	NP_071885.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	83	-	-	-	-	-	-	-	-
ZNF514	ZNF514	84874	2	95813399	95825263	2q11.1	NM_032788.1	NP_116177.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZNF2	ZNF2	7549	2	95831161	95850064	2q11.2	NM_001017396.1	NP_066574.2	-	-	-	-	-	-	-	-	-	-	-	-	64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PROM2	PROM2	150696	2	95940200	95957055	2q11.1	NM_001165978.1	NP_001159449.1	-	60	-	-	-	-	-	-	-	-	-	-	-	-	-	27	-	-	-	-	-	-	-	-	-	-	35	-	-	-	-	-	27	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KCNIP3	KCNIP3	30818	2	95963071	96051825	2q21.1	NM_013434.4	NP_001030086.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ASTL	ASTL	431705	2	96789588	96804175	2q11.1	NM_001002036.3	NP_001002036.3	-	-	-	-	-	-	-	-	-	-	-	-	-	58	-	-	50	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SNRNP200	SNRNP200	23020	2	96940073	96971307	2q11.2	NM_014014.4	NP_054733.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	47	-	-	-	-	-	-	24	-	-	-	-	56	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-
ITPRIPL1	ITPRIPL1	150771	2	96991061	96994091	2q11.2	NM_001163524.1	NP_001156996.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NCAPH	NCAPH	23397	2	97001478	97042833	2q11.2	NM_015341.3	NP_056156.2	-	-	-	-	-	-	-	-	-	-	-	-	50	-	-	-	-	-	-	-	-	35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ARID5A	ARID5A	10865	2	97202463	97218371	2q11.2	NM_212481.1	NP_997646.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LMAN2L	LMAN2L	81562	2	97371666	97405813	2q11.2	NM_030805.3	NP_001135764.1	-	-	-	-	-	-	-	-	-	-	-	-	-	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	-
CNNM4	CNNM4	26504	2	97426638	97477628	2q11	NM_020184.3	NP_064569.3	-	-	-	-	-	-	-	-	-	-	-	-	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNNM3	CNNM3	26505	2	97481990	97501121	2p12-p11.2	NM_199078.2	NP_951060.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SEMA4C	SEMA4C	54910	2	97525472	97535735	2q11.2	NM_017789.4	NP_060259.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38	-	68	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ACTR1B	ACTR1B	10120	2	98272401	98280561	2q11.1-q11.2	NM_005735.3	NP_005726.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	-	52	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ZAP70	ZAP70	7535	2	98330030	98356323	2q12	NM_001079.3	NP_997402.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	-	-	-	-	-	28	29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
VWA3B	VWA3B	200403	2	98703594	98929410	2q11.2	NM_144992.4	NP_659429.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	50	-	-	-	-	33	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	-	-	-	-	-	-
CNGA3	CNGA3	1261	2	98962617	99015064	2q11.2	NM_001298.2	NP_001073347.1	-	-	-	-	-	-	-	29	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
KIAA1211L	KIAA1211L	343990	2	99410308	99552684	2q11.2	NM_207362.2	NP_997245.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TSGA10	TSGA10	80705	2	99613723	99771187	2q11.2	NM_182911.3	NP_079520.1	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
C2orf15	C2orf15	150590	2	99758184	99767928	2q11.2	NM_144706.2	NP_653307.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MITD1	MITD1	129531	2	99785725	99797492	2q11.2	NM_138798.1	NP_620153.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	-	-	-
MRPL30	MRPL30	51263	2	99797541	99816020	2q11.2	NM_145212.3	NP_660213.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43
LYG1	LYG1	129530	2	99900700	99917639	2q11.2	NM_174898.2	NP_777558.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EIF5B	EIF5B	9669	2	99953833	100016728	2q11.2	NM_015904.3	NP_056988.3	-	-	-	-	-	-	-	-	-	-	-	-	91	41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AFF3	AFF3	3899	2	100163715	100759037	2q11.2-q12	NM_002285.2	NP_002276.2	-	-	-	-	-	-	-	-	-	-	-	-	-	63	28	-	-	-	54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
LONRF2	LONRF2	164832	2	100889752	100939195	2q11.2	NM_198461.3	NP_940863.3	-	-	-	-	-	-	-	-	-	-	-	-	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	76	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NPAS2	NPAS2	4862	2	101436612	101613287	2q11.2	NM_002518.3	NP_002509.2	-	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNOT11	CNOT11	55571	2	101869344	101886778	2q11.2	NM_017546.4	NP_060016.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IL1R2	IL1R2	7850	2	102608305	102644884	2q12	NM_004633.3	NP_004624.1	-	-	-	-	-	-	-	-	-	-	-	-	34	59	-	-	-	-	-	-	-	-	-	-	-	-	63	-	-	-	-	-	65	68	-	-	-	-	-	20	-	-	-	-	-	-	-	-	-	-	-	60	-	-	-	-	-	-	-	-
IL1RL2	IL1RL2	8808	2	102803432	102855811	2q12	NM_003854.2	NP_003845.2	-	-	-	-	-	-	-	-	-	-	-	-	43	-	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IL1RL1	IL1RL1	9173	2	102927961	102968497	2q12	NM_003856.2	NP_003847.2	-	50	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	-	-	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IL18R1	IL18R1	8809	2	102972742	103015235	2q12	NM_003855.2	NP_003846.1	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IL18RAP	IL18RAP	8807	2	103035249	103069024	2q12	NM_003853.2	NP_003844.1	-	-	-	-	-	-	-	-	-	-	-	-	65	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SLC9A2	SLC9A2	6549	2	103236147	103327809	2q11.2	NM_003048.3	NP_003039.2	-	-	-	-	-	-	-	-	-	-	-	-	35	-	46	-	-	-	-	-	33	-	-	-	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MFSD9	MFSD9	84804	2	103333665	103353337	2q12.1	NM_032718.3	NP_116107.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
POU3F3	POU3F3	5455	2	105470525	105475031	2q12.1	NM_006236.1	NP_006227.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	50
MRPS9	MRPS9	64965	2	105654482	105716418	2q12.1	NM_182640.2	NP_872578.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GPR45	GPR45	11250	2	105858199	105859924	2q11.1-q12	NM_007227.3	NP_009158.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	-	-	-	-	-	-	-	-	-	-	-	-	-
C2orf49	C2orf49	79074	2	105953815	105965271	2q12.1	NM_024093.1	NP_076998.1	-	-	-	-	-	-	-	-	-	-	-	-	47	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FHL2	FHL2	2274	2	105977282	106055230	2q12.2	NM_001039492.2	NP_001441.4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	39	-	-	-	-	-	-	-	-
NCK2	NCK2	8440	2	106361519	106510730	2q12	NM_003581.4	NP_001004720.1	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
C2orf40	C2orf40	84417	2	106682112	106694609	2q12.2	NM_032411.2	NP_115787.1	-	-	-	-	-	-	-	-	-	-	-	-	46	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ST6GAL2	ST6GAL2	84620	2	107418055	107503563	2q11.2-q12.1	NM_032528.2	NP_001135823.1	-	-	-	-	-	-	-	-	-	-	-	-	44	-	53	-	-	-	-	-	-	-	-	-	-	-	-	-	17	-	-	-	-	-	-	-	-	-	-	-	-	71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SLC5A7	SLC5A7	60482	2	108602969	108630443	2q12	NM_021815.2	NP_068587.1	31	-	-	-	-	-	-	-	-	-	-	-	49	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCC2	GCC2	9648	2	109065576	109125854	2q12.3	NM_181453.3	NP_852118.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	75	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
RANBP2	RANBP2	5903	2	109335936	109402267	2q12.3	NM_006267.4	NP_006258.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CCDC138	CCDC138	165055	2	109403205	109493047	2q12.3	NM_144978.1	NP_659415.1	-	-	-	-	-	-	-	-	-	-	-	-	69	-	-	-	-	-	-	-	-	-	41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
EDAR	EDAR	10913	2	109510926	109605828	2q13	NM_022336.3	NP_071731.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	54	-	-	-	-	-	-	-	-
SEPT10	SEPT10	151011	2	110300373	110371783	2q13	NM_144710.3	NP_653311.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	-	-	-	-	-	-	-	84	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SOWAHC	SOWAHC	65124	2	110371910	110376564	2q13	NM_023016.3	NP_075392.2	-	-	-	-	-	-	-	-	-	-	-	-	45	-	-	-	80	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NPHP1	NPHP1	4867	2	110880913	110962639	2q13	NM_207181.2	NP_001121650.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BUB1	BUB1	699	2	111395274	111435684	2q14	NM_004336.4	NP_004327.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
BCL2L11	BCL2L11	10018	2	111878490	111926022	2q13	NM_001204111.1	NP_619532.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42	-	-	-	-	-	-	-	-
MERTK	MERTK	10461	2	112656190	112786945	2q14.1	NM_006343.2	NP_006334.2	-	-	-	-	-	-	-	-	-	-	-	-	37	37	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
TMEM87B	TMEM87B	84910	2	112812799	112876895	2q13	NM_032824.2	NP_116213.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	71	-	-	-	-	-	-	30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FBLN7	FBLN7	129804	2	112895961	112945791	2q13	NM_153214.2	NP_694946.2	-	-	-	-	-	-	-	-	-	-	-	-	41	-	40	-	-	-	-	-	-	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	-	27	-	-	-	-	-	-	-	-	-	-
POLR1B	POLR1B	84172	2	113299491	113334729	2q13	NM_019014.4	NP_061887.2	-	-	-	-	-	-	-	-	-	-	-	-	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	69	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	-	-	-	-	-
SLC20A1	SLC20A1	6574	2	113403433	113421400	2q13	NM_005415.4	NP_005406.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CKAP2L	CKAP2L	150468	2	113493926	113522254	2q13	NM_152515.3	NP_689728.3	62	-	-	-	-	-	-	-	-	-	-	-	-	-	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IL1A	IL1A	3552	2	113531491	113542975	2q14	NM_000575.3	NP_000566.3	-	-	-	-	-	-	-	-	-	-	-	-	-	-	52	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	86	-	-	-	-	-	-	-	-	-
IL37	IL37	27178	2	113670547	113676458	2q12-q14.1	NM_173203.1	NP_775297.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	-	-	-	-	-	28	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
IL36B	IL36B	27177	2	113779667	113810444	2q14	NM_014438.4	NP_775270.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	51	-	-	-	-	-	65	58	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PSD4	PSD4	23550	2	113931559	113960677	2q13	NM_012455.2	NP_036587.2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	57	-	-	-	-	-	-	-	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
PAX8	PAX8	7849	2	113973573	114036498	2q13	NM_013992.3	NP_039247.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	67	-	-
SLC35F5	SLC35F5	80255	2	114470368	114514400	2q14.1	NM_025181.2	NP_079457.2	-	-	-	-	-	-	-	-	-	-	38	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	86	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
